date,landfill_name,city,msw_received_tonnes,organic_fraction,ch4_emitted_tonnes,ambient_temp,sensor_status
2023-04-19,Perungudi,Chennai,2541.6,0.6,116.91,44.2,ACTIVE
2023-04-20,Ghazipur,Delhi,2998.6,0.45,133.44,44.2,ACTIVE
2023-04-20,Bhalswa,Delhi,2256.5,0.53,102.22,44.9,ACTIVE
2023-04-20,Okhla,Delhi,1326.5,0.57,60.62,36.5,ACTIVE
2023-04-20,Deonar,Mumbai,3299.3,0.4,145.17,37.0,ACTIVE
2023-04-20,Pirana,Ahmedabad,2788.2,0.4,122.68,39.0,ACTIVE
2023-04-20,Perungudi,Chennai,2740.4,0.54,124.41,42.6,ACTIVE
2023-04-21,Ghazipur,Delhi,2421.1,0.53,109.68,41.8,ACTIVE
2023-04-21,Bhalswa,Delhi,1978.6,0.46,88.25,23.8,ACTIVE
2023-04-21,Okhla,Delhi,1131.6,0.5,50.92,24.8,ACTIVE
2023-04-21,Deonar,Mumbai,2806.5,0.43,124.33,31.8,ACTIVE
2023-04-21,Pirana,Ahmedabad,2470.4,0.49,110.92,35.6,CALIBRATING
2023-04-21,Perungudi,Chennai,2454.5,0.43,108.73,28.5,ACTIVE
2023-04-22,Ghazipur,Delhi,2520.8,0.47,112.68,17.0,ACTIVE
2023-04-22,Bhalswa,Delhi,1838.2,0.4,80.88,41.0,ACTIVE
2023-04-22,Okhla,Delhi,1308.0,0.41,57.68,16.3,ACTIVE
2023-04-22,Deonar,Mumbai,3100.6,0.46,138.29,38.8,CALIBRATING
2023-04-22,Pirana,Ahmedabad,2654.2,0.49,119.17,42.0,ACTIVE
2023-04-22,Perungudi,Chennai,2609.1,0.48,116.89,39.6,ACTIVE
2023-04-23,Ghazipur,Delhi,3039.0,0.52,137.36,27.0,ACTIVE
2023-04-23,Bhalswa,Delhi,1843.9,0.56,84.08,27.5,ACTIVE
2023-04-23,Okhla,Delhi,1355.0,0.59,62.19,41.2,ACTIVE
2023-04-23,Deonar,Mumbai,2785.1,0.43,123.38,20.6,ACTIVE
2023-04-23,Pirana,Ahmedabad,2329.2,0.51,105.05,19.5,ACTIVE
2023-04-23,Perungudi,Chennai,2290.6,0.46,102.16,35.1,ACTIVE
2023-04-24,Ghazipur,Delhi,2786.5,0.47,124.56,35.9,ACTIVE
2023-04-24,Bhalswa,Delhi,1913.1,0.52,86.47,23.5,ACTIVE
2023-04-24,Okhla,Delhi,1235.2,0.52,55.83,39.2,ACTIVE
2023-04-24,Deonar,Mumbai,3397.5,0.48,152.21,39.2,ACTIVE
2023-04-24,Pirana,Ahmedabad,2757.4,0.59,126.56,22.5,CALIBRATING
2023-04-24,Perungudi,Chennai,2440.6,0.42,107.87,38.9,ACTIVE
2023-04-25,Ghazipur,Delhi,2601.8,0.48,116.56,37.8,OFFLINE
2023-04-25,Bhalswa,Delhi,2133.3,0.49,95.79,26.0,CALIBRATING
2023-04-25,Okhla,Delhi,1240.0,0.55,56.42,29.6,ACTIVE
2023-04-25,Deonar,Mumbai,2626.3,0.44,116.61,31.7,ACTIVE
2023-04-25,Pirana,Ahmedabad,2534.2,0.57,115.81,26.4,ACTIVE
2023-04-25,Perungudi,Chennai,2744.8,0.42,121.32,41.6,OFFLINE
2023-04-26,Ghazipur,Delhi,2446.2,0.54,111.06,42.3,ACTIVE
2023-04-26,Bhalswa,Delhi,2196.5,0.55,99.94,40.2,ACTIVE
2023-04-26,Okhla,Delhi,1204.2,0.59,55.27,21.5,ACTIVE
2023-04-26,Deonar,Mumbai,3051.2,0.49,137.0,30.4,ACTIVE
2023-04-26,Pirana,Ahmedabad,2726.4,0.46,121.6,28.4,OFFLINE
2023-04-26,Perungudi,Chennai,2502.8,0.48,112.13,27.2,ACTIVE
2023-04-27,Ghazipur,Delhi,2953.5,0.52,133.5,23.1,ACTIVE
2023-04-27,Bhalswa,Delhi,2153.4,0.49,96.69,21.3,ACTIVE
2023-04-27,Okhla,Delhi,1168.7,0.45,52.01,29.2,ACTIVE
2023-04-27,Deonar,Mumbai,3333.7,0.59,153.02,19.1,ACTIVE
2023-04-27,Pirana,Ahmedabad,2638.8,0.5,118.75,24.3,ACTIVE
2023-04-27,Perungudi,Chennai,2473.8,0.55,112.56,38.5,ACTIVE
2023-04-28,Ghazipur,Delhi,3195.0,0.42,141.22,37.1,ACTIVE
2023-04-28,Bhalswa,Delhi,1837.0,0.58,84.13,31.6,ACTIVE
2023-04-28,Okhla,Delhi,1258.6,0.48,56.39,30.9,ACTIVE
2023-04-28,Deonar,Mumbai,2887.7,0.5,129.95,29.3,ACTIVE
2023-04-28,Pirana,Ahmedabad,2138.3,0.53,96.86,36.3,ACTIVE
2023-04-28,Perungudi,Chennai,2439.2,0.42,107.81,33.0,ACTIVE
2023-04-29,Ghazipur,Delhi,2596.5,0.57,118.66,30.8,CALIBRATING
2023-04-29,Bhalswa,Delhi,1921.5,0.53,87.04,28.6,ACTIVE
2023-04-29,Okhla,Delhi,1351.3,0.46,60.27,39.2,ACTIVE
2023-04-29,Deonar,Mumbai,3343.7,0.41,147.46,21.6,ACTIVE
2023-04-29,Pirana,Ahmedabad,2270.6,0.41,100.13,38.8,ACTIVE
2023-04-29,Perungudi,Chennai,2757.3,0.51,124.35,31.6,ACTIVE
2023-04-30,Ghazipur,Delhi,3022.4,0.45,134.5,32.0,ACTIVE
2023-04-30,Bhalswa,Delhi,1948.6,0.48,87.3,25.2,ACTIVE
2023-04-30,Okhla,Delhi,1367.0,0.48,61.24,28.8,ACTIVE
2023-04-30,Deonar,Mumbai,3087.7,0.49,138.64,25.6,ACTIVE
2023-04-30,Pirana,Ahmedabad,2432.0,0.49,109.2,18.4,ACTIVE
2023-04-30,Perungudi,Chennai,2214.5,0.42,97.88,30.6,ACTIVE
2023-05-01,Ghazipur,Delhi,3126.7,0.5,140.7,27.9,ACTIVE
2023-05-01,Bhalswa,Delhi,2017.2,0.58,92.39,23.9,CALIBRATING
2023-05-01,Okhla,Delhi,1290.1,0.57,58.96,35.5,ACTIVE
2023-05-01,Deonar,Mumbai,3284.4,0.53,148.78,44.3,ACTIVE
2023-05-01,Pirana,Ahmedabad,2483.1,0.44,110.25,41.0,ACTIVE
2023-05-01,Perungudi,Chennai,2548.5,0.51,114.94,30.2,ACTIVE
2023-05-02,Ghazipur,Delhi,2709.3,0.56,123.54,30.2,ACTIVE
2023-05-02,Bhalswa,Delhi,2092.7,0.49,93.96,43.8,ACTIVE
2023-05-02,Okhla,Delhi,1045.8,0.47,46.75,41.4,ACTIVE
2023-05-02,Deonar,Mumbai,3281.6,0.51,148.0,44.2,ACTIVE
2023-05-02,Pirana,Ahmedabad,2250.2,0.45,100.13,35.8,ACTIVE
2023-05-02,Perungudi,Chennai,2442.8,0.5,109.93,38.3,ACTIVE
2023-05-03,Ghazipur,Delhi,2628.1,0.53,119.05,19.5,ACTIVE
2023-05-03,Bhalswa,Delhi,2012.3,0.47,89.95,43.4,ACTIVE
2023-05-03,Okhla,Delhi,1110.5,0.46,49.53,35.5,ACTIVE
2023-05-03,Deonar,Mumbai,2939.0,0.59,134.9,39.3,ACTIVE
2023-05-03,Pirana,Ahmedabad,2268.0,0.52,102.51,24.1,ACTIVE
2023-05-03,Perungudi,Chennai,2502.9,0.55,113.88,25.9,ACTIVE
2023-05-04,Ghazipur,Delhi,2581.4,0.5,116.16,31.5,CALIBRATING
2023-05-04,Bhalswa,Delhi,1861.1,0.42,82.26,15.1,CALIBRATING
2023-05-04,Okhla,Delhi,1048.8,0.41,46.25,18.7,ACTIVE
2023-05-04,Deonar,Mumbai,2730.3,0.4,120.13,33.8,ACTIVE
2023-05-04,Pirana,Ahmedabad,2824.2,0.56,128.78,24.4,ACTIVE
2023-05-04,Perungudi,Chennai,2277.0,0.45,101.33,21.8,ACTIVE
2023-05-05,Ghazipur,Delhi,2653.4,0.51,119.67,20.1,OFFLINE
2023-05-05,Bhalswa,Delhi,2214.5,0.51,99.87,22.0,CALIBRATING
2023-05-05,Okhla,Delhi,1240.5,0.56,56.57,15.5,CALIBRATING
2023-05-05,Deonar,Mumbai,3043.0,0.5,136.94,23.9,ACTIVE
2023-05-05,Pirana,Ahmedabad,2491.6,0.51,112.37,28.8,ACTIVE
2023-05-05,Perungudi,Chennai,2622.2,0.41,115.64,17.1,ACTIVE
2023-05-06,Ghazipur,Delhi,2937.4,0.46,131.01,17.8,OFFLINE
2023-05-06,Bhalswa,Delhi,1853.1,0.43,82.09,22.6,ACTIVE
2023-05-06,Okhla,Delhi,1034.3,0.57,47.27,28.4,ACTIVE
2023-05-06,Deonar,Mumbai,2676.5,0.58,122.58,23.0,ACTIVE
2023-05-06,Pirana,Ahmedabad,2246.0,0.44,99.72,15.3,ACTIVE
2023-05-06,Perungudi,Chennai,2201.0,0.48,98.6,43.4,ACTIVE
2023-05-07,Ghazipur,Delhi,2588.9,0.41,114.17,20.8,ACTIVE
2023-05-07,Bhalswa,Delhi,1934.9,0.49,86.88,17.1,ACTIVE
2023-05-07,Okhla,Delhi,1097.7,0.56,50.06,35.3,CALIBRATING
2023-05-07,Deonar,Mumbai,3277.1,0.43,145.18,33.6,ACTIVE
2023-05-07,Pirana,Ahmedabad,2406.1,0.44,106.83,34.7,ACTIVE
2023-05-07,Perungudi,Chennai,2332.0,0.6,107.27,20.9,ACTIVE
2023-05-08,Ghazipur,Delhi,3116.4,0.4,137.12,26.0,ACTIVE
2023-05-08,Bhalswa,Delhi,2137.5,0.59,98.11,27.9,ACTIVE
2023-05-08,Okhla,Delhi,1166.5,0.54,52.96,42.7,ACTIVE
2023-05-08,Deonar,Mumbai,2693.6,0.42,119.06,44.2,ACTIVE
2023-05-08,Pirana,Ahmedabad,2592.7,0.52,117.19,22.0,ACTIVE
2023-05-08,Perungudi,Chennai,2336.9,0.57,106.8,17.4,ACTIVE
2023-05-09,Ghazipur,Delhi,2474.7,0.42,109.38,36.1,ACTIVE
2023-05-09,Bhalswa,Delhi,2064.9,0.6,94.99,34.0,OFFLINE
2023-05-09,Okhla,Delhi,1338.7,0.6,61.58,25.0,ACTIVE
2023-05-09,Deonar,Mumbai,2782.9,0.47,124.4,19.3,ACTIVE
2023-05-09,Pirana,Ahmedabad,2661.1,0.43,117.89,34.8,ACTIVE
2023-05-09,Perungudi,Chennai,2421.8,0.54,109.95,15.6,ACTIVE
2023-05-10,Ghazipur,Delhi,3076.5,0.55,139.98,19.0,ACTIVE
2023-05-10,Bhalswa,Delhi,1778.5,0.45,79.14,36.8,CALIBRATING
2023-05-10,Okhla,Delhi,1158.6,0.47,51.79,35.3,ACTIVE
2023-05-10,Deonar,Mumbai,2658.8,0.6,122.3,22.6,ACTIVE
2023-05-10,Pirana,Ahmedabad,2247.1,0.55,102.24,43.2,ACTIVE
2023-05-10,Perungudi,Chennai,2337.8,0.54,106.14,29.7,ACTIVE
2023-05-11,Ghazipur,Delhi,3116.0,0.41,137.42,30.6,ACTIVE
2023-05-11,Bhalswa,Delhi,2105.5,0.54,95.59,16.5,ACTIVE
2023-05-11,Okhla,Delhi,1268.9,0.46,56.59,41.1,ACTIVE
2023-05-11,Deonar,Mumbai,3034.5,0.56,138.37,25.3,ACTIVE
2023-05-11,Pirana,Ahmedabad,2535.1,0.52,114.59,35.6,ACTIVE
2023-05-11,Perungudi,Chennai,2420.7,0.49,108.69,36.8,ACTIVE
2023-05-12,Ghazipur,Delhi,2965.3,0.49,133.14,37.1,ACTIVE
2023-05-12,Bhalswa,Delhi,1879.1,0.54,85.31,15.5,ACTIVE
2023-05-12,Okhla,Delhi,1308.3,0.55,59.53,30.7,ACTIVE
2023-05-12,Deonar,Mumbai,3302.9,0.53,149.62,39.2,ACTIVE
2023-05-12,Pirana,Ahmedabad,2468.7,0.59,113.31,19.6,ACTIVE
2023-05-12,Perungudi,Chennai,2466.3,0.54,111.97,17.5,ACTIVE
2023-05-13,Ghazipur,Delhi,3075.2,0.47,137.46,29.9,ACTIVE
2023-05-13,Bhalswa,Delhi,1784.3,0.58,81.72,26.1,ACTIVE
2023-05-13,Okhla,Delhi,1258.6,0.57,57.52,44.4,ACTIVE
2023-05-13,Deonar,Mumbai,3327.0,0.42,147.05,43.5,ACTIVE
2023-05-13,Pirana,Ahmedabad,2864.4,0.46,127.75,23.0,ACTIVE
2023-05-13,Perungudi,Chennai,2267.3,0.6,104.3,19.9,CALIBRATING
2023-05-14,Ghazipur,Delhi,2571.8,0.53,116.5,27.3,ACTIVE
2023-05-14,Bhalswa,Delhi,2264.5,0.5,101.9,30.3,ACTIVE
2023-05-14,Okhla,Delhi,1233.6,0.41,54.4,15.2,ACTIVE
2023-05-14,Deonar,Mumbai,3365.7,0.52,152.13,30.7,ACTIVE
2023-05-14,Pirana,Ahmedabad,2195.6,0.57,100.34,27.3,ACTIVE
2023-05-14,Perungudi,Chennai,2128.7,0.57,97.28,31.9,ACTIVE
2023-05-15,Ghazipur,Delhi,3053.2,0.42,134.95,22.2,ACTIVE
2023-05-15,Bhalswa,Delhi,2226.9,0.45,99.1,26.8,ACTIVE
2023-05-15,Okhla,Delhi,1058.3,0.57,48.36,31.6,ACTIVE
2023-05-15,Deonar,Mumbai,3444.7,0.58,157.77,33.6,ACTIVE
2023-05-15,Pirana,Ahmedabad,2739.0,0.44,121.61,39.8,ACTIVE
2023-05-15,Perungudi,Chennai,2423.8,0.48,108.59,27.5,ACTIVE
2023-05-16,Ghazipur,Delhi,2842.8,0.54,129.06,41.3,ACTIVE
2023-05-16,Bhalswa,Delhi,2210.9,0.5,99.49,32.3,ACTIVE
2023-05-16,Okhla,Delhi,1030.9,0.57,47.11,34.3,ACTIVE
2023-05-16,Deonar,Mumbai,3027.9,0.47,135.35,38.3,ACTIVE
2023-05-16,Pirana,Ahmedabad,2594.5,0.6,119.35,42.9,ACTIVE
2023-05-16,Perungudi,Chennai,2531.6,0.48,113.42,33.7,ACTIVE
2023-05-17,Ghazipur,Delhi,2516.1,0.43,111.46,38.5,ACTIVE
2023-05-17,Bhalswa,Delhi,1900.1,0.53,86.07,16.2,ACTIVE
2023-05-17,Okhla,Delhi,1064.0,0.54,48.31,36.0,ACTIVE
2023-05-17,Deonar,Mumbai,2898.2,0.6,133.32,43.8,ACTIVE
2023-05-17,Pirana,Ahmedabad,2249.5,0.59,103.25,36.0,ACTIVE
2023-05-17,Perungudi,Chennai,2507.9,0.47,112.1,18.5,ACTIVE
2023-05-18,Ghazipur,Delhi,2743.0,0.47,122.61,20.3,ACTIVE
2023-05-18,Bhalswa,Delhi,2122.1,0.42,93.8,38.1,ACTIVE
2023-05-18,Okhla,Delhi,1226.8,0.6,56.43,38.5,ACTIVE
2023-05-18,Deonar,Mumbai,2746.0,0.48,123.02,36.7,ACTIVE
2023-05-18,Pirana,Ahmedabad,2749.8,0.54,124.84,32.7,ACTIVE
2023-05-18,Perungudi,Chennai,2596.8,0.41,114.52,33.9,ACTIVE
2023-05-19,Ghazipur,Delhi,2804.4,0.45,124.8,20.2,ACTIVE
2023-05-19,Bhalswa,Delhi,1769.9,0.45,78.76,41.8,ACTIVE
2023-05-19,Okhla,Delhi,1251.2,0.48,56.05,30.9,ACTIVE
2023-05-19,Deonar,Mumbai,3346.7,0.48,149.93,18.3,ACTIVE
2023-05-19,Pirana,Ahmedabad,2773.4,0.53,125.64,29.7,ACTIVE
2023-05-19,Perungudi,Chennai,2436.4,0.5,109.64,34.4,ACTIVE
2023-05-20,Ghazipur,Delhi,2786.2,0.44,123.71,27.3,ACTIVE
2023-05-20,Bhalswa,Delhi,2280.0,0.46,101.69,35.0,ACTIVE
2023-05-20,Okhla,Delhi,1128.7,0.49,50.68,44.9,ACTIVE
2023-05-20,Deonar,Mumbai,3312.6,0.55,150.72,36.1,CALIBRATING
2023-05-20,Pirana,Ahmedabad,2240.1,0.41,98.79,37.9,ACTIVE
2023-05-20,Perungudi,Chennai,2067.4,0.48,92.62,23.0,ACTIVE
2023-05-21,Ghazipur,Delhi,3005.6,0.52,135.85,25.8,ACTIVE
2023-05-21,Bhalswa,Delhi,2171.2,0.45,96.62,39.6,ACTIVE
2023-05-21,Okhla,Delhi,1358.6,0.52,61.41,43.1,ACTIVE
2023-05-21,Deonar,Mumbai,3045.9,0.41,134.32,20.2,ACTIVE
2023-05-21,Pirana,Ahmedabad,2819.5,0.54,128.01,25.0,ACTIVE
2023-05-21,Perungudi,Chennai,2548.7,0.45,113.42,24.5,CALIBRATING
2023-05-22,Ghazipur,Delhi,2488.5,0.57,113.72,39.6,ACTIVE
2023-05-22,Bhalswa,Delhi,2011.3,0.52,90.91,34.1,CALIBRATING
2023-05-22,Okhla,Delhi,1254.4,0.6,57.7,26.0,ACTIVE
2023-05-22,Deonar,Mumbai,2712.8,0.54,123.16,40.2,ACTIVE
2023-05-22,Pirana,Ahmedabad,2494.6,0.51,112.51,37.4,ACTIVE
2023-05-22,Perungudi,Chennai,2138.7,0.51,96.46,36.3,ACTIVE
2023-05-23,Ghazipur,Delhi,3096.0,0.53,140.25,42.4,ACTIVE
2023-05-23,Bhalswa,Delhi,1731.7,0.44,76.89,15.5,ACTIVE
2023-05-23,Okhla,Delhi,1148.3,0.52,51.9,44.7,ACTIVE
2023-05-23,Deonar,Mumbai,2764.0,0.46,123.27,34.6,ACTIVE
2023-05-23,Pirana,Ahmedabad,2761.4,0.49,123.99,17.6,ACTIVE
2023-05-23,Perungudi,Chennai,2759.4,0.4,121.41,25.9,ACTIVE
2023-05-24,Ghazipur,Delhi,2402.3,0.44,106.66,43.6,ACTIVE
2023-05-24,Bhalswa,Delhi,1739.1,0.48,77.91,34.1,ACTIVE
2023-05-24,Okhla,Delhi,1346.0,0.57,61.51,24.3,ACTIVE
2023-05-24,Deonar,Mumbai,3415.6,0.51,154.04,22.5,ACTIVE
2023-05-24,Pirana,Ahmedabad,2434.2,0.56,111.0,21.7,ACTIVE
2023-05-24,Perungudi,Chennai,2577.6,0.41,113.67,39.5,ACTIVE
2023-05-25,Ghazipur,Delhi,2868.6,0.52,129.66,43.5,CALIBRATING
2023-05-25,Bhalswa,Delhi,1934.4,0.46,86.27,19.3,ACTIVE
2023-05-25,Okhla,Delhi,1322.3,0.58,60.56,31.0,ACTIVE
2023-05-25,Deonar,Mumbai,3144.8,0.49,141.2,37.4,ACTIVE
2023-05-25,Pirana,Ahmedabad,2353.8,0.41,103.8,21.0,ACTIVE
2023-05-25,Perungudi,Chennai,2364.6,0.53,107.12,23.3,ACTIVE
2023-05-26,Ghazipur,Delhi,2867.4,0.59,131.61,33.7,ACTIVE
2023-05-26,Bhalswa,Delhi,2101.9,0.41,92.69,26.6,ACTIVE
2023-05-26,Okhla,Delhi,1097.0,0.57,50.13,36.8,ACTIVE
2023-05-26,Deonar,Mumbai,3164.7,0.56,144.31,16.5,ACTIVE
2023-05-26,Pirana,Ahmedabad,2153.9,0.48,96.49,42.8,ACTIVE
2023-05-26,Perungudi,Chennai,2655.6,0.49,119.24,30.3,ACTIVE
2023-05-27,Ghazipur,Delhi,3015.9,0.45,134.21,33.4,ACTIVE
2023-05-27,Bhalswa,Delhi,1838.4,0.45,81.81,43.9,CALIBRATING
2023-05-27,Okhla,Delhi,1079.2,0.49,48.46,32.8,ACTIVE
2023-05-27,Deonar,Mumbai,3161.1,0.47,141.3,34.9,ACTIVE
2023-05-27,Pirana,Ahmedabad,2591.0,0.58,118.67,28.6,CALIBRATING
2023-05-27,Perungudi,Chennai,2210.7,0.52,99.92,19.5,CALIBRATING
2023-05-28,Ghazipur,Delhi,2884.5,0.56,131.53,16.9,ACTIVE
2023-05-28,Bhalswa,Delhi,2098.8,0.46,93.61,28.5,ACTIVE
2023-05-28,Okhla,Delhi,1060.8,0.48,47.52,26.7,ACTIVE
2023-05-28,Deonar,Mumbai,3391.6,0.6,156.01,26.7,ACTIVE
2023-05-28,Pirana,Ahmedabad,2509.0,0.59,115.16,19.1,ACTIVE
2023-05-28,Perungudi,Chennai,2571.4,0.42,113.66,19.3,ACTIVE
2023-05-29,Ghazipur,Delhi,2649.1,0.42,117.09,33.3,ACTIVE
2023-05-29,Bhalswa,Delhi,1944.8,0.41,85.77,21.1,ACTIVE
2023-05-29,Okhla,Delhi,1193.1,0.45,53.09,22.4,ACTIVE
2023-05-29,Deonar,Mumbai,2881.2,0.44,127.93,42.3,ACTIVE
2023-05-29,Pirana,Ahmedabad,2683.4,0.42,118.61,37.1,ACTIVE
2023-05-29,Perungudi,Chennai,2152.0,0.59,98.78,38.8,ACTIVE
2023-05-30,Ghazipur,Delhi,2522.8,0.53,114.28,42.3,ACTIVE
2023-05-30,Bhalswa,Delhi,1762.6,0.47,78.79,38.5,ACTIVE
2023-05-30,Okhla,Delhi,1234.1,0.59,56.65,32.4,ACTIVE
2023-05-30,Deonar,Mumbai,3252.0,0.42,143.74,27.3,ACTIVE
2023-05-30,Pirana,Ahmedabad,2721.7,0.53,123.29,21.0,ACTIVE
2023-05-30,Perungudi,Chennai,2351.3,0.6,108.16,26.5,ACTIVE
2023-05-31,Ghazipur,Delhi,2568.0,0.47,114.79,15.1,ACTIVE
2023-05-31,Bhalswa,Delhi,2090.9,0.47,93.46,25.7,ACTIVE
2023-05-31,Okhla,Delhi,1085.8,0.52,49.08,31.1,ACTIVE
2023-05-31,Deonar,Mumbai,2657.5,0.57,121.45,25.0,ACTIVE
2023-05-31,Pirana,Ahmedabad,2380.4,0.45,105.93,23.6,ACTIVE
2023-05-31,Perungudi,Chennai,2202.9,0.43,97.59,31.7,ACTIVE
2023-06-01,Ghazipur,Delhi,2829.8,0.5,127.34,34.8,ACTIVE
2023-06-01,Bhalswa,Delhi,2085.3,0.55,94.88,42.5,ACTIVE
2023-06-01,Okhla,Delhi,1082.5,0.56,49.36,26.4,ACTIVE
2023-06-01,Deonar,Mumbai,3234.5,0.47,144.58,22.5,ACTIVE
2023-06-01,Pirana,Ahmedabad,2677.5,0.48,119.95,41.7,CALIBRATING
2023-06-01,Perungudi,Chennai,2394.7,0.53,108.48,32.1,ACTIVE
2023-06-02,Ghazipur,Delhi,2866.2,0.4,126.11,37.2,ACTIVE
2023-06-02,Bhalswa,Delhi,1879.5,0.54,85.33,42.5,ACTIVE
2023-06-02,Okhla,Delhi,1252.8,0.43,55.5,42.7,ACTIVE
2023-06-02,Deonar,Mumbai,3334.0,0.45,148.36,27.4,ACTIVE
2023-06-02,Pirana,Ahmedabad,2439.2,0.54,110.74,26.0,ACTIVE
2023-06-02,Perungudi,Chennai,2126.2,0.46,94.83,35.6,ACTIVE
2023-06-03,Ghazipur,Delhi,2979.9,0.43,132.01,43.0,ACTIVE
2023-06-03,Bhalswa,Delhi,2249.3,0.55,102.34,21.6,ACTIVE
2023-06-03,Okhla,Delhi,1061.8,0.5,47.78,31.7,ACTIVE
2023-06-03,Deonar,Mumbai,3337.0,0.52,150.83,40.0,ACTIVE
2023-06-03,Pirana,Ahmedabad,2274.2,0.53,103.02,43.0,ACTIVE
2023-06-03,Perungudi,Chennai,2209.3,0.52,99.86,30.4,CALIBRATING
2023-06-04,Ghazipur,Delhi,2381.7,0.51,107.41,43.3,ACTIVE
2023-06-04,Bhalswa,Delhi,2036.4,0.43,90.21,42.0,ACTIVE
2023-06-04,Okhla,Delhi,1169.7,0.48,52.4,37.5,CALIBRATING
2023-06-04,Deonar,Mumbai,3386.5,0.47,151.38,30.3,ACTIVE
2023-06-04,Pirana,Ahmedabad,2534.8,0.49,113.81,42.6,ACTIVE
2023-06-04,Perungudi,Chennai,2087.1,0.45,92.88,23.8,ACTIVE
2023-06-05,Ghazipur,Delhi,2787.1,0.57,127.37,27.1,CALIBRATING
2023-06-05,Bhalswa,Delhi,2283.8,0.46,101.86,41.5,CALIBRATING
2023-06-05,Okhla,Delhi,1285.6,0.52,58.11,22.0,ACTIVE
2023-06-05,Deonar,Mumbai,2638.2,0.52,119.25,22.1,ACTIVE
2023-06-05,Pirana,Ahmedabad,2622.0,0.58,120.09,41.7,ACTIVE
2023-06-05,Perungudi,Chennai,2617.6,0.55,119.1,23.6,ACTIVE
2023-06-06,Ghazipur,Delhi,2991.9,0.42,132.24,27.8,ACTIVE
2023-06-06,Bhalswa,Delhi,2292.5,0.45,102.02,35.9,CALIBRATING
2023-06-06,Okhla,Delhi,1201.5,0.58,55.03,37.3,ACTIVE
2023-06-06,Deonar,Mumbai,3007.3,0.42,132.92,24.0,CALIBRATING
2023-06-06,Pirana,Ahmedabad,2558.5,0.51,115.39,18.2,ACTIVE
2023-06-06,Perungudi,Chennai,2145.3,0.55,97.61,38.9,ACTIVE
2023-06-07,Ghazipur,Delhi,2512.0,0.55,114.3,31.6,CALIBRATING
2023-06-07,Bhalswa,Delhi,1837.9,0.6,84.54,43.3,CALIBRATING
2023-06-07,Okhla,Delhi,1313.5,0.51,59.24,42.3,ACTIVE
2023-06-07,Deonar,Mumbai,3221.1,0.58,147.53,24.6,ACTIVE
2023-06-07,Pirana,Ahmedabad,2836.2,0.58,129.9,19.4,ACTIVE
2023-06-07,Perungudi,Chennai,2213.2,0.52,100.04,40.2,ACTIVE
2023-06-08,Ghazipur,Delhi,2913.8,0.41,128.5,25.7,ACTIVE
2023-06-08,Bhalswa,Delhi,2248.8,0.4,98.95,25.1,CALIBRATING
2023-06-08,Okhla,Delhi,1032.1,0.47,46.13,35.2,ACTIVE
2023-06-08,Deonar,Mumbai,2637.3,0.49,118.41,18.3,OFFLINE
2023-06-08,Pirana,Ahmedabad,2137.0,0.55,97.23,24.2,ACTIVE
2023-06-08,Perungudi,Chennai,2359.1,0.59,108.28,31.9,ACTIVE
2023-06-09,Ghazipur,Delhi,2526.4,0.5,113.69,44.5,ACTIVE
2023-06-09,Bhalswa,Delhi,1726.2,0.48,77.33,39.2,ACTIVE
2023-06-09,Okhla,Delhi,1106.2,0.45,49.23,33.4,ACTIVE
2023-06-09,Deonar,Mumbai,3306.4,0.52,149.45,44.7,ACTIVE
2023-06-09,Pirana,Ahmedabad,2670.3,0.46,119.1,29.3,ACTIVE
2023-06-09,Perungudi,Chennai,2128.9,0.42,94.1,34.5,ACTIVE
2023-06-10,Ghazipur,Delhi,3132.6,0.53,141.91,29.0,ACTIVE
2023-06-10,Bhalswa,Delhi,2295.5,0.57,104.9,23.3,ACTIVE
2023-06-10,Okhla,Delhi,1369.8,0.51,61.78,34.5,CALIBRATING
2023-06-10,Deonar,Mumbai,2963.4,0.51,133.65,28.0,ACTIVE
2023-06-10,Pirana,Ahmedabad,2589.7,0.54,117.57,38.7,ACTIVE
2023-06-10,Perungudi,Chennai,2594.3,0.53,117.52,35.3,ACTIVE
2023-06-11,Ghazipur,Delhi,2394.9,0.4,105.38,37.8,ACTIVE
2023-06-11,Bhalswa,Delhi,1929.1,0.51,87.0,30.8,ACTIVE
2023-06-11,Okhla,Delhi,1025.9,0.55,46.68,18.3,ACTIVE
2023-06-11,Deonar,Mumbai,2880.0,0.42,127.3,29.9,ACTIVE
2023-06-11,Pirana,Ahmedabad,2577.9,0.51,116.26,17.4,CALIBRATING
2023-06-11,Perungudi,Chennai,2635.4,0.45,117.28,18.8,ACTIVE
2023-06-12,Ghazipur,Delhi,3109.1,0.46,138.67,35.8,ACTIVE
2023-06-12,Bhalswa,Delhi,1782.3,0.55,81.09,17.8,ACTIVE
2023-06-12,Okhla,Delhi,1124.9,0.49,50.51,20.8,ACTIVE
2023-06-12,Deonar,Mumbai,2922.5,0.54,132.68,40.5,CALIBRATING
2023-06-12,Pirana,Ahmedabad,2842.3,0.5,127.9,27.9,CALIBRATING
2023-06-12,Perungudi,Chennai,2620.4,0.53,118.7,39.9,ACTIVE
2023-06-13,Ghazipur,Delhi,3106.9,0.46,138.57,15.0,ACTIVE
2023-06-13,Bhalswa,Delhi,1869.2,0.42,82.62,38.2,ACTIVE
